"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\02_WT_rRNA.d"," +ESI TIC MRM Frag=166.0V (** -> **) 02_WT_rRNA.d "
"No integration results available"
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\02_WT_rRNA.d"," +ESI MRM Frag=166.0V CID@10.0 (572.0 -> 295.0) 02_WT_rRNA.d "
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\02_WT_rRNA.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"10" ,6.339,6.405,6.464,72.89,429.47,3.47,2.04,2.60,0.124,0.133,92.72,94.34,6.331,6.339,6.455,6.464,48.46,48.32,0.78,121.28,,,  ,327.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"11" ,6.464,6.531,6.572,63.57,376.07,3.04,1.78,2.28,0.108,0.117,94.34,104.34,6.455,6.464,6.564,6.572,48.32,48.20,0.55,111.81,,,  ,327.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"12" ,6.572,6.613,6.878,81.65,646.57,5.23,2.28,3.92,0.306,0.142,104.34,48.61,6.564,6.572,6.870,6.887,48.20,47.87,3.76,129.80,,,  ,327.0,,,,,,,,,,,

"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d"," +ESI MRM Frag=166.0V CID@8.0 (427.0 -> 295.0) 06_WT-tRNA.d "
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"1" ,3.077,3.290,3.404,66.43,505.56,4.77,2.20,4.33,0.327,0.127,47.18,50.05,2.979,3.044,3.396,3.429,47.10,47.03,0.64,113.48,,,  ,295.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"2" ,3.404,3.511,3.665,59.11,283.69,2.67,1.96,2.43,0.261,0.062,50.05,46.98,3.396,3.429,3.658,3.764,47.03,46.98,0.95,106.12,,,  ,295.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"3" ,5.513,5.568,5.714,3015.35,10607.17,100.00,100.00,90.82,0.201,0.052,65.76,83.67,5.503,5.511,5.731,5.747,65.76,83.67,1.66,3086.02,,,  ,295.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"4" ,6.381,6.456,6.490,23.64,113.76,1.07,0.78,0.97,0.109,0.077,136.47,151.21,6.340,6.381,6.482,6.507,136.47,151.21,0.90,170.23,,,  ,295.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"5" ,6.492,6.623,6.655,34.51,169.61,1.60,1.14,1.45,0.163,0.063,152.91,167.38,6.482,6.507,6.871,7.061,152.91,167.38,0.33,199.02,,,  ,295.0,,,,,,,,,,,

"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d"," +ESI MRM Frag=166.0V CID@4.0 (398.0 -> 266.0) 06_WT-tRNA.d "
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"1" ,0.570,0.649,0.738,42.45,146.53,1.43,1.44,1.27,0.168,0.043,46.91,47.99,0.477,0.567,0.738,0.747,46.91,46.84,1.25,89.32,,,  ,266.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"2" ,1.395,1.503,1.590,24.44,121.78,1.19,0.83,1.06,0.195,0.078,46.60,46.53,1.381,1.390,1.617,1.650,46.60,46.53,0.56,71.00,,,  ,266.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"3" ,5.542,5.634,5.691,72.27,329.98,3.22,2.45,2.87,0.149,0.069,51.44,71.69,5.520,5.536,5.691,5.699,51.44,51.24,0.77,123.59,,,  ,266.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"4" ,5.928,6.003,6.167,2950.67,10236.00,100.00,100.00,89.00,0.239,0.051,53.64,77.28,5.920,5.928,6.167,6.176,50.92,50.60,1.60,3001.49,,,  ,266.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"5" ,6.167,6.200,6.299,31.98,209.14,2.04,1.08,1.82,0.132,0.124,77.28,68.58,6.167,6.176,6.291,6.291,50.60,50.42,2.73,82.53,,,  ,266.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"6" ,6.299,6.341,6.374,32.50,118.36,1.16,1.10,1.03,0.075,0.092,68.58,75.15,6.291,6.291,6.374,6.382,50.42,50.32,0.83,82.87,,,  ,266.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"7" ,6.374,6.391,6.441,37.39,111.27,1.09,1.27,0.97,0.066,0.058,75.15,64.95,6.374,6.382,6.441,6.449,50.32,50.23,3.53,87.69,,,  ,266.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"8" ,6.565,6.590,6.657,24.42,105.27,1.03,0.83,0.92,0.091,0.091,65.96,64.59,6.557,6.565,6.648,6.648,50.06,49.94,1.75,74.44,,,  ,266.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"9" ,6.657,6.690,6.864,24.90,122.29,1.19,0.84,1.06,0.207,0.082,64.59,49.45,6.648,6.648,6.830,6.839,49.70,49.45,2.47,74.56,,,  ,266.0,,,,,,,,,,,

"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d"," +ESI MRM Frag=166.0V CID@4.0 (382.0 -> 250.0) 06_WT-tRNA.d "
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"1" ,0.347,0.380,0.466,5.89,12.96,4.86,10.68,0.67,0.119,0.033,45.82,45.83,0.331,0.347,0.478,0.551,45.82,45.83,1.52,51.71,,,  ,250.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"2" ,0.592,0.625,0.633,15.31,21.55,8.08,27.75,1.11,0.041,0.030,45.83,52.84,0.478,0.551,0.633,0.641,45.83,45.83,0.53,61.14,,,  ,250.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"3" ,0.633,0.665,0.747,13.21,39.82,14.94,23.94,2.06,0.114,0.055,52.84,46.12,0.633,0.641,0.739,0.747,45.83,45.83,1.61,59.04,,,  ,250.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"4" ,0.747,0.779,0.828,3.62,7.72,2.90,6.57,0.40,0.082,0.032,46.12,46.16,0.739,0.747,0.820,0.828,45.83,45.84,1.26,49.46,,,  ,250.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"5" ,0.828,0.861,0.869,3.85,6.34,2.38,6.97,0.33,0.041,0.032,46.16,47.24,0.820,0.828,0.869,0.877,45.84,45.84,0.50,49.68,,,  ,250.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"6" ,0.869,0.902,0.926,4.42,9.53,3.57,8.01,0.49,0.057,0.036,47.24,46.79,0.869,0.877,0.918,0.926,45.84,45.84,0.75,50.26,,,  ,250.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"7" ,0.926,0.959,1.032,2.66,6.36,2.39,4.82,0.33,0.106,0.035,46.79,45.98,0.918,0.926,1.081,1.137,45.84,45.84,1.05,48.50,,,  ,250.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"8" ,1.137,1.227,1.235,48.82,142.47,53.44,88.50,7.36,0.098,0.052,45.87,90.37,1.081,1.137,1.235,1.243,45.85,45.85,0.22,94.67,,,  ,250.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"9" ,1.235,1.251,1.431,49.94,171.23,64.23,90.53,8.85,0.195,0.047,90.37,45.92,1.235,1.243,1.414,1.431,45.85,45.86,5.42,95.79,,,  ,250.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"10" ,1.431,1.479,1.544,13.60,34.25,12.85,24.65,1.77,0.114,0.035,45.92,46.19,1.414,1.431,1.617,1.634,45.86,45.86,0.88,59.46,,,  ,250.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"11" ,1.626,1.683,1.707,7.18,13.90,5.22,13.02,0.72,0.081,0.032,45.89,47.70,1.617,1.634,1.715,1.715,45.86,45.87,1.07,53.05,,,  ,250.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"12" ,1.707,1.764,1.830,4.95,15.07,5.65,8.97,0.78,0.123,0.038,47.70,45.92,1.715,1.715,1.846,1.862,45.87,45.87,0.76,50.82,,,  ,250.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"13" ,1.862,1.895,1.961,4.36,8.36,3.14,7.90,0.43,0.098,0.030,45.87,45.92,1.846,1.862,1.969,1.977,45.87,45.87,1.12,50.23,,,  ,250.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"14" ,1.977,2.043,2.051,9.65,18.62,6.98,17.50,0.96,0.073,0.035,45.87,52.20,1.969,1.977,2.051,2.059,45.87,45.88,0.28,55.53,,,  ,250.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"15" ,2.051,2.092,2.191,15.32,40.82,15.31,27.76,2.11,0.140,0.039,52.20,45.90,2.051,2.059,2.273,2.306,45.88,45.88,0.98,61.19,,,  ,250.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"16" ,2.306,2.339,2.397,4.83,10.25,3.85,8.76,0.53,0.090,0.036,45.88,46.06,2.273,2.306,2.388,2.397,45.88,45.89,1.43,50.72,,,  ,250.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"17" ,2.397,2.429,2.533,8.47,19.68,7.38,15.35,1.02,0.136,0.037,46.06,45.89,2.388,2.397,2.627,2.652,45.89,45.89,1.49,54.36,,,  ,250.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"18" ,2.668,2.701,2.750,4.39,8.40,3.15,7.96,0.43,0.082,0.031,45.90,46.11,2.627,2.652,2.742,2.750,45.90,45.90,1.19,50.29,,,  ,250.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"19" ,2.750,2.783,2.848,5.46,11.34,4.25,9.90,0.59,0.098,0.031,46.11,45.95,2.742,2.750,2.848,2.889,45.90,45.90,1.17,51.36,,,  ,250.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"20" ,2.864,2.922,2.996,7.49,16.87,6.33,13.57,0.87,0.132,0.030,45.93,46.08,2.848,2.889,3.037,3.070,45.90,45.91,1.45,53.39,,,  ,250.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"21" ,3.144,3.258,3.324,55.17,266.58,100.00,100.00,13.78,0.180,0.082,45.94,60.86,3.037,3.070,3.324,3.332,45.91,45.92,0.89,101.08,,,  ,250.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"22" ,3.324,3.356,3.479,30.58,91.21,34.22,55.43,4.71,0.156,0.052,60.86,46.08,3.324,3.332,3.471,3.479,45.92,45.92,1.57,76.50,,,  ,250.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"23" ,3.479,3.512,3.537,4.66,9.19,3.45,8.44,0.47,0.057,0.030,46.08,47.28,3.471,3.479,3.528,3.537,45.92,45.93,0.78,50.58,,,  ,250.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"24" ,3.537,3.569,3.708,11.93,42.79,16.05,21.63,2.21,0.171,0.058,47.28,45.93,3.528,3.537,3.716,3.790,45.93,45.93,1.66,57.86,,,  ,250.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"25" ,3.790,3.822,3.887,2.59,5.00,1.88,4.69,0.26,0.097,0.030,45.93,46.05,3.716,3.790,3.911,3.920,45.93,45.94,1.19,48.52,,,  ,250.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"26" ,3.931,3.985,4.034,3.26,6.85,2.57,5.90,0.35,0.103,0.031,45.94,46.11,3.911,3.920,4.025,4.034,45.94,45.94,1.19,49.20,,,  ,250.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"27" ,4.034,4.066,4.115,14.55,29.45,11.05,26.38,1.52,0.081,0.031,46.11,46.71,4.025,4.034,4.107,4.115,45.94,45.94,1.15,60.50,,,  ,250.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"28" ,4.115,4.147,4.212,3.15,7.16,2.68,5.71,0.37,0.097,0.034,46.71,46.05,4.107,4.115,4.212,4.245,45.94,45.95,0.93,49.10,,,  ,250.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"29" ,4.302,4.334,4.453,22.17,56.44,21.17,40.19,2.92,0.152,0.036,46.05,45.95,4.294,4.302,4.456,4.464,45.95,45.95,1.92,68.12,,,  ,250.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"30" ,4.680,4.732,4.854,37.51,101.29,38.00,68.00,5.23,0.173,0.041,45.96,46.02,4.626,4.634,4.845,4.854,45.96,45.97,1.56,83.48,,,  ,250.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"31" ,4.854,4.886,4.935,1.70,3.24,1.22,3.08,0.17,0.081,0.031,46.02,45.97,4.845,4.854,4.951,4.975,45.97,45.97,0.95,47.66,,,  ,250.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"32" ,5.048,5.081,5.186,15.44,51.19,19.20,27.98,2.65,0.138,0.060,45.97,46.12,4.951,4.975,5.178,5.186,45.97,45.98,2.31,61.41,,,  ,250.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"33" ,5.186,5.243,5.276,16.93,41.91,15.72,30.69,2.17,0.090,0.037,46.12,49.85,5.178,5.186,5.268,5.276,45.98,45.98,0.82,62.91,,,  ,250.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"34" ,5.276,5.308,5.374,10.02,24.06,9.02,18.16,1.24,0.098,0.037,49.85,46.17,5.268,5.276,5.423,5.431,45.98,45.98,0.88,56.00,,,  ,250.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"35" ,5.434,5.463,5.488,8.63,16.89,6.34,15.64,0.87,0.053,0.027,46.82,53.65,5.423,5.431,5.479,5.479,46.82,48.68,0.91,56.45,,,  ,250.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"36" ,5.488,5.512,5.528,7.91,12.93,4.85,14.33,0.67,0.040,0.041,53.65,50.08,5.479,5.479,5.528,5.536,48.68,50.08,0.48,57.43,,,  ,250.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"37" ,5.529,5.585,5.642,17.82,60.53,22.70,32.30,3.13,0.114,0.059,50.11,56.42,5.528,5.536,5.634,5.634,50.11,54.07,1.27,69.90,,,  ,250.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"38" ,5.642,5.675,5.716,36.61,84.08,31.54,66.37,4.35,0.073,0.038,56.42,54.61,5.634,5.634,5.716,5.724,52.54,54.61,1.17,90.08,,,  ,250.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"39" ,5.720,5.748,5.792,10.65,23.64,8.87,19.31,1.22,0.073,0.033,54.78,51.36,5.716,5.724,5.789,5.797,54.78,51.36,1.08,64.08,,,  ,250.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"40" ,5.822,5.830,5.863,5.88,8.80,3.30,10.66,0.45,0.041,0.011,55.86,50.33,5.789,5.797,5.896,5.905,55.86,50.33,1.31,60.63,,,  ,250.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"41" ,5.913,5.946,5.954,3.45,6.11,2.29,6.26,0.32,0.041,0.039,48.38,53.67,5.896,5.905,5.970,5.970,48.38,53.67,1.63,56.04,,,  ,250.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"42" ,5.979,6.012,6.020,7.61,11.00,4.13,13.80,0.57,0.041,0.014,52.45,59.73,5.970,5.970,6.028,6.036,52.45,59.73,0.57,65.88,,,  ,250.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"43" ,6.171,6.201,6.227,18.92,28.46,10.68,34.29,1.47,0.056,0.026,59.82,60.28,6.135,6.143,6.242,6.251,59.82,60.28,0.63,78.99,,,  ,250.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"44" ,6.271,6.359,6.444,18.31,87.89,32.97,33.19,4.54,0.173,0.087,60.63,62.01,6.242,6.251,6.450,6.458,60.63,62.01,1.02,79.64,,,  ,250.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"45" ,6.473,6.526,6.559,20.36,51.27,19.23,36.90,2.65,0.086,0.037,62.24,70.28,6.450,6.458,6.551,6.559,62.24,62.93,0.76,83.02,,,  ,250.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"46" ,6.559,6.617,6.763,24.59,174.03,65.28,44.58,8.99,0.204,0.122,70.28,54.43,6.551,6.559,6.774,6.774,54.47,54.43,2.06,79.05,,,  ,250.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"47" ,6.874,6.940,6.964,2.46,7.46,2.80,4.45,0.39,0.090,0.060,46.97,46.94,6.874,6.882,6.981,6.989,46.97,46.94,0.26,49.40,,,  ,250.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"48" ,7.105,7.139,7.172,2.95,5.93,2.22,5.34,0.31,0.066,0.033,46.19,46.65,7.072,7.097,7.213,7.230,46.19,46.65,1.17,49.37,,,  ,250.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"49" ,7.893,7.926,8.001,1.16,4.22,1.58,2.10,0.22,0.108,0.065,46.37,46.06,7.884,7.893,7.976,8.001,46.26,46.01,1.12,47.34,,,  ,250.0,,,,,,,,,,,

"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d"," +ESI MRM Frag=166.0V CID@8.0 (332.0 -> 200.0) 06_WT-tRNA.d "
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"1" ,0.286,0.331,0.404,7.20,29.32,31.80,36.72,10.30,0.118,0.206,47.32,47.32,0.135,0.307,0.380,0.543,47.32,47.32,0.35,54.52,,,  ,200.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"2" ,0.545,0.576,0.601,11.80,18.76,20.35,60.15,6.59,0.055,0.082,47.32,48.62,0.380,0.543,0.641,0.813,47.32,47.32,2.56,59.12,,,  ,200.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"3" ,0.814,0.845,0.902,18.48,49.52,53.72,94.22,17.40,0.088,0.043,47.67,49.54,0.641,0.813,0.878,0.952,47.67,47.94,1.99,66.24,,,  ,200.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"4" ,0.902,0.984,1.039,19.08,58.47,63.43,97.27,20.54,0.137,0.041,49.54,48.35,0.878,0.952,1.017,1.195,47.94,48.35,0.57,67.26,,,  ,200.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"5" ,1.164,1.228,1.274,13.27,36.41,39.50,67.67,12.79,0.111,0.034,48.73,49.06,1.017,1.195,1.253,1.423,48.73,49.06,0.60,62.20,,,  ,200.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"6" ,1.410,1.440,1.585,19.61,92.19,100.00,100.00,32.38,0.175,0.070,48.87,48.87,1.253,1.423,1.562,1.659,48.87,48.87,4.86,68.48,,,  ,200.0,,,,,,,,,,,

"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d"," +ESI MRM Frag=166.0V CID@4.0 (316.0 -> 170.0) 06_WT-tRNA.d "
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"1" ,1.106,1.139,1.179,11.72,25.33,1.47,4.35,0.51,0.073,0.036,45.98,47.92,1.074,1.106,1.179,1.196,45.98,46.01,1.91,57.71,,,  ,170.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"2" ,1.179,1.237,1.313,7.81,24.17,1.41,2.90,0.49,0.133,0.042,47.92,46.05,1.179,1.196,1.326,1.350,46.01,46.05,0.74,53.84,,,  ,170.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"3" ,1.758,1.815,1.867,5.52,17.46,1.02,2.05,0.35,0.109,0.053,46.21,46.25,1.750,1.758,1.880,1.896,46.21,46.25,0.70,51.75,,,  ,170.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"4" ,2.210,2.284,2.342,9.67,29.47,1.72,3.59,0.60,0.131,0.045,46.37,46.52,2.160,2.168,2.342,2.375,46.37,46.41,0.64,56.06,,,  ,170.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"5" ,3.628,3.661,3.726,8.94,18.18,1.06,3.32,0.37,0.098,0.030,45.97,46.12,3.620,3.628,3.742,3.783,45.97,45.97,1.14,54.91,,,  ,170.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"6" ,4.563,4.612,4.710,13.63,33.53,1.95,5.06,0.68,0.146,0.031,45.99,46.25,4.507,4.580,4.791,4.832,45.92,46.18,2.17,59.63,,,  ,170.0,,,,,,,,,,,
"D:\Masshunter_6495_data\101421\pseudomonas WT test_Leon\06_WT-tRNA.d" ,"7" ,5.164,5.197,5.246,11.47,21.89,1.27,4.26,0.44,0.082,0.031,47.65,47.95,5.156,5.164,5.262,5.279,47.22,47.58,1.00,58.83,,,  ,170.0,,,,,,,,,,,
