"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\02_A1.d"," DAD1 - B:Sig=260,4  Ref=360,60 02_A1.d"
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\58_E4.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\58_E4.d" ,"1" ,0.370,0.390,0.404,2.34,3.24,1.12,3.58,0.44,0.034,0.024,-0.44,0.33,0.355,0.359,0.400,0.407,-0.44,-0.34,0.88,1.96,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\58_E4.d" ,"2" ,0.404,0.434,0.549,4.28,16.60,5.75,6.54,2.27,0.145,0.057,0.33,0.10,0.400,0.407,0.562,0.565,-0.34,0.07,3.15,4.02,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\58_E4.d" ,"3" ,0.567,0.583,0.607,65.34,69.41,24.05,100.00,9.49,0.041,0.016,0.11,8.07,0.562,0.565,0.603,0.614,0.11,0.18,2.55,65.48,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\58_E4.d" ,"4" ,0.607,0.615,0.633,9.25,8.51,2.95,14.16,1.16,0.025,0.020,8.07,0.37,0.603,0.614,0.630,0.637,0.18,0.23,1.07,9.45,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\58_E4.d" ,"5" ,0.633,0.655,0.721,1.02,2.97,1.03,1.56,0.41,0.088,0.050,0.37,0.44,0.630,0.637,0.776,0.778,0.23,0.38,2.78,1.28,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\58_E4.d" ,"6" ,1.122,1.196,1.328,13.35,63.89,22.14,20.43,8.74,0.206,0.077,-0.52,-0.15,1.109,1.119,1.325,1.331,-0.52,-0.15,1.48,12.96,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\58_E4.d" ,"7" ,3.124,3.252,3.420,22.78,163.74,56.73,34.87,22.39,0.296,0.114,-0.94,0.13,3.113,3.115,3.402,3.436,-0.94,0.09,1.29,22.29,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\58_E4.d" ,"8" ,3.428,3.530,3.651,21.40,114.17,39.56,32.76,15.62,0.224,0.084,0.15,-0.97,3.402,3.436,3.786,3.789,0.12,-0.97,1.01,21.02,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\58_E4.d" ,"9" ,7.104,7.292,7.505,20.03,288.62,100.00,30.66,39.47,0.401,0.299,-0.69,17.00,7.027,7.032,7.505,7.509,-0.69,17.00,1.84,27.64,,,  ,,,,,,,,,,,,

"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\59_E5.d"," DAD1 - B:Sig=260,4  Ref=360,60 59_E5.d"
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\59_E5.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\59_E5.d" ,"1" ,0.364,0.384,0.400,2.60,3.45,1.19,6.35,0.59,0.036,0.023,-1.58,-0.50,0.356,0.359,0.402,0.404,-1.58,-0.50,1.29,1.61,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\59_E5.d" ,"2" ,0.408,0.435,0.538,3.54,12.56,4.33,8.64,2.15,0.130,0.054,-0.02,0.19,0.402,0.404,0.562,0.564,-0.02,0.15,3.63,3.55,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\59_E5.d" ,"3" ,0.570,0.591,0.642,40.94,52.38,18.06,100.00,8.95,0.072,0.017,-0.14,-0.52,0.562,0.564,0.642,0.643,-0.21,-0.52,3.16,40.64,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\59_E5.d" ,"4" ,1.137,1.205,1.342,10.48,43.39,14.96,25.60,7.41,0.205,0.064,-0.54,-0.39,1.134,1.137,1.341,1.344,-0.54,-0.39,1.72,9.99,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\59_E5.d" ,"5" ,3.154,3.269,3.427,16.15,107.73,37.15,39.44,18.41,0.273,0.106,-0.98,-0.38,3.133,3.138,3.432,3.435,-0.98,-0.38,1.35,15.42,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\59_E5.d" ,"6" ,3.448,3.544,3.670,14.86,75.76,26.13,36.29,12.95,0.223,0.080,-0.40,-1.30,3.438,3.440,3.679,3.681,-0.40,-1.30,1.06,14.07,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\59_E5.d" ,"7" ,7.099,7.295,7.505,19.98,289.98,100.00,48.81,49.55,0.406,0.299,-1.06,17.06,7.031,7.036,7.505,7.509,-1.06,17.06,1.77,27.68,,,  ,,,,,,,,,,,,

"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\60_E6.d"," DAD1 - B:Sig=260,4  Ref=360,60 60_E6.d"
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\60_E6.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\60_E6.d" ,"1" ,0.407,0.437,0.536,4.06,13.98,4.85,7.83,2.33,0.129,0.051,-0.15,0.19,0.402,0.404,0.535,0.551,-0.15,0.15,3.22,3.98,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\60_E6.d" ,"2" ,0.552,0.566,0.601,51.83,52.87,18.35,100.00,8.81,0.049,0.014,0.46,0.33,0.535,0.551,0.601,0.606,0.46,0.33,2.75,52.26,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\60_E6.d" ,"3" ,0.607,0.619,0.759,0.82,4.16,1.44,1.58,0.69,0.153,0.059,0.31,-0.11,0.601,0.606,0.777,0.782,0.31,-0.11,8.39,1.10,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\60_E6.d" ,"4" ,1.055,1.199,1.339,5.13,46.63,16.18,9.90,7.77,0.284,0.159,-0.54,-0.17,1.049,1.055,1.338,1.341,-0.54,-0.17,0.75,4.78,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\60_E6.d" ,"5" ,3.094,3.249,3.406,10.55,111.86,38.82,20.36,18.65,0.312,0.179,-0.27,0.07,3.060,3.065,3.391,3.422,-0.27,-0.35,0.93,10.24,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\60_E6.d" ,"6" ,3.406,3.531,3.635,13.16,82.14,28.50,25.40,13.69,0.229,0.099,0.07,-0.72,3.391,3.422,3.680,3.684,-0.47,-0.72,0.80,12.56,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\60_E6.d" ,"7" ,7.103,7.296,7.505,19.82,288.18,100.00,38.23,48.05,0.402,0.299,-0.72,17.09,7.028,7.032,7.505,7.509,-0.72,17.09,1.75,27.66,,,  ,,,,,,,,,,,,

"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\62_E7.d"," DAD1 - B:Sig=260,4  Ref=360,60 62_E7.d"
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\62_E7.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\62_E7.d" ,"1" ,0.366,0.384,0.402,2.73,3.52,1.20,6.62,0.57,0.036,0.022,-1.37,-1.11,0.356,0.359,0.402,0.404,-1.37,-1.11,1.02,1.49,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\62_E7.d" ,"2" ,0.404,0.435,0.552,4.82,18.69,6.37,11.71,3.01,0.148,0.061,-1.10,-0.03,0.402,0.404,0.567,0.569,-1.10,-0.03,5.03,3.95,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\62_E7.d" ,"3" ,0.575,0.596,0.646,41.21,55.37,18.87,100.00,8.93,0.071,0.018,-0.21,0.09,0.567,0.569,0.643,0.649,-0.23,-0.23,3.07,40.98,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\62_E7.d" ,"4" ,0.646,0.678,0.759,1.04,4.35,1.48,2.54,0.70,0.112,0.072,0.09,-0.22,0.643,0.649,0.764,0.766,-0.23,-0.22,2.05,0.82,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\62_E7.d" ,"5" ,1.174,1.237,1.369,10.76,46.24,15.76,26.12,7.45,0.195,0.067,-0.58,-0.42,1.172,1.175,1.369,1.371,-0.58,-0.42,1.68,10.24,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\62_E7.d" ,"6" ,3.206,3.331,3.478,17.54,116.89,39.83,42.56,18.84,0.272,0.106,-1.13,-0.34,3.200,3.202,3.489,3.490,-1.13,-0.34,1.27,16.77,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\62_E7.d" ,"7" ,3.499,3.585,3.712,17.39,81.77,27.86,42.20,13.18,0.214,0.074,-0.38,-1.37,3.489,3.490,3.716,3.722,-0.38,-1.37,1.10,16.61,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\62_E7.d" ,"8" ,7.089,7.292,7.505,20.21,293.46,100.00,49.05,47.31,0.416,0.300,-1.66,17.02,7.028,7.030,7.505,7.509,-1.66,17.02,1.82,27.67,,,  ,,,,,,,,,,,,

"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\63_E8.d"," DAD1 - B:Sig=260,4  Ref=360,60 63_E8.d"
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\63_E8.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\63_E8.d" ,"1" ,0.265,0.268,0.338,0.07,2.61,2.18,0.15,0.77,0.073,0.023,-0.32,-0.85,0.256,0.266,0.356,0.359,-0.32,-1.70,2.53,-0.30,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\63_E8.d" ,"2" ,0.364,0.384,0.399,2.55,3.32,2.78,5.52,0.98,0.035,0.022,-1.56,-0.59,0.356,0.359,0.401,0.402,-1.56,-0.59,1.18,1.54,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\63_E8.d" ,"3" ,0.406,0.432,0.561,4.65,16.75,14.02,10.05,4.92,0.155,0.052,-0.28,-0.18,0.401,0.402,0.560,0.562,-0.28,-0.23,4.32,4.38,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\63_E8.d" ,"4" ,0.569,0.589,0.636,46.31,57.36,48.01,100.00,16.84,0.068,0.016,-0.11,-0.12,0.560,0.562,0.638,0.640,-0.14,-0.12,3.16,46.18,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\63_E8.d" ,"5" ,0.643,0.670,0.754,0.98,3.70,3.10,2.11,1.09,0.111,0.066,-0.12,-0.03,0.638,0.640,0.752,0.755,-0.12,-0.08,3.06,0.87,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\63_E8.d" ,"6" ,1.126,1.203,1.316,10.93,48.50,40.60,23.60,14.24,0.189,0.069,-0.55,-0.20,1.121,1.130,1.314,1.317,-0.57,-0.57,1.65,10.36,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\63_E8.d" ,"7" ,1.337,1.401,1.406,0.54,1.63,1.37,1.17,0.48,0.069,0.053,-0.33,-0.09,1.336,1.351,1.404,1.408,-0.57,-0.57,0.10,-0.03,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\63_E8.d" ,"8" ,1.420,1.423,1.513,0.51,1.33,1.12,1.10,0.39,0.093,0.043,-0.08,-0.57,1.419,1.422,1.514,1.517,-0.57,-0.57,15.48,-0.06,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\63_E8.d" ,"9" ,3.139,3.269,3.431,17.37,119.47,100.00,37.50,35.08,0.292,0.109,-1.06,-0.29,3.121,3.133,3.431,3.434,-1.06,-0.29,1.26,16.65,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\63_E8.d" ,"10" ,3.438,3.541,3.665,16.14,83.23,69.66,34.86,24.44,0.226,0.081,-0.28,-1.23,3.431,3.434,3.712,3.716,-0.28,-1.23,1.03,15.44,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\63_E8.d" ,"11" ,4.275,4.309,4.354,0.54,1.25,1.04,1.17,0.37,0.079,0.035,-2.36,-2.40,4.273,4.276,4.349,4.354,-2.37,-2.43,1.36,-1.85,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\63_E8.d" ,"12" ,5.440,5.461,5.492,0.93,1.39,1.16,2.01,0.41,0.052,0.025,-7.30,-7.10,5.423,5.431,5.491,5.497,-7.30,-7.10,2.15,-6.29,,,  ,,,,,,,,,,,,

"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\64_E9.d"," DAD1 - B:Sig=260,4  Ref=360,60 64_E9.d"
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\64_E9.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\64_E9.d" ,"1" ,0.403,0.429,0.558,6.56,19.17,6.65,11.80,2.93,0.155,0.039,-0.22,-0.02,0.400,0.401,0.557,0.562,-0.22,-0.02,4.13,6.37,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\64_E9.d" ,"2" ,0.564,0.580,0.602,55.58,56.28,19.51,100.00,8.60,0.038,0.015,0.18,7.01,0.557,0.562,0.598,0.608,0.18,0.14,2.46,55.74,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\64_E9.d" ,"3" ,0.602,0.609,0.623,8.06,6.76,2.34,14.50,1.03,0.021,0.018,7.01,0.11,0.598,0.608,0.625,0.626,0.14,0.11,1.08,8.18,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\64_E9.d" ,"4" ,0.628,0.647,0.774,1.09,4.52,1.57,1.95,0.69,0.146,0.060,0.11,-0.06,0.625,0.626,0.798,0.801,0.11,-0.06,5.06,1.17,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\64_E9.d" ,"5" ,1.104,1.201,1.322,9.16,52.37,18.16,16.48,8.01,0.218,0.095,-0.53,-0.13,1.101,1.104,1.320,1.326,-0.53,-0.13,1.18,8.81,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\64_E9.d" ,"6" ,3.125,3.260,3.424,16.96,133.28,46.21,30.52,20.37,0.299,0.127,-0.91,-0.06,3.099,3.105,3.423,3.431,-0.91,-0.06,1.24,16.43,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\64_E9.d" ,"7" ,3.431,3.537,3.654,17.47,93.35,32.37,31.43,14.27,0.223,0.084,-0.05,-1.02,3.423,3.431,3.676,3.679,-0.05,-1.02,0.95,16.95,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\64_E9.d" ,"8" ,7.103,7.293,7.505,19.97,288.41,100.00,35.94,44.09,0.402,0.299,-0.69,17.07,7.027,7.031,7.505,7.509,-0.69,17.07,1.82,27.68,,,  ,,,,,,,,,,,,

"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\65_E10.d"," DAD1 - B:Sig=260,4  Ref=360,60 65_E10.d"
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\65_E10.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\65_E10.d" ,"1" ,0.363,0.384,0.402,3.04,4.08,1.41,6.86,0.67,0.039,0.023,-1.77,-1.22,0.356,0.359,0.401,0.403,-1.77,-1.28,0.97,1.53,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\65_E10.d" ,"2" ,0.402,0.433,0.526,4.71,16.43,5.69,10.63,2.68,0.124,0.061,-1.22,0.30,0.401,0.403,0.561,0.567,-1.28,0.25,5.38,3.81,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\65_E10.d" ,"3" ,0.572,0.593,0.643,44.30,55.99,19.38,100.00,9.14,0.071,0.017,-0.11,-0.17,0.561,0.567,0.644,0.646,-0.13,-0.17,3.16,44.17,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\65_E10.d" ,"4" ,0.648,0.678,0.757,0.97,3.87,1.34,2.19,0.63,0.109,0.066,-0.17,-0.14,0.644,0.646,0.755,0.763,-0.17,-0.23,2.54,0.78,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\65_E10.d" ,"5" ,1.153,1.208,1.313,11.51,44.17,15.29,25.99,7.21,0.159,0.060,-0.44,-0.08,1.138,1.142,1.350,1.361,-0.44,-0.08,1.72,11.20,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\65_E10.d" ,"6" ,3.144,3.278,3.437,17.87,117.97,40.83,40.33,19.25,0.294,0.104,-1.14,-0.37,3.138,3.141,3.437,3.441,-1.14,-0.37,1.28,17.08,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\65_E10.d" ,"7" ,3.447,3.544,3.660,16.37,81.32,28.15,36.96,13.27,0.213,0.078,-0.35,-1.16,3.444,3.450,3.672,3.676,-0.35,-1.16,1.07,15.65,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\65_E10.d" ,"8" ,7.103,7.295,7.505,19.90,288.89,100.00,44.92,47.15,0.402,0.299,-0.72,17.04,7.029,7.031,7.505,7.509,-0.72,17.04,1.77,27.67,,,  ,,,,,,,,,,,,

"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\66_E11.d"," DAD1 - B:Sig=260,4  Ref=360,60 66_E11.d"
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\66_E11.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\66_E11.d" ,"1" ,0.403,0.432,0.562,4.12,16.57,5.73,7.96,2.59,0.159,0.058,-0.44,-0.12,0.401,0.403,0.561,0.564,-0.44,-0.12,4.77,3.74,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\66_E11.d" ,"2" ,0.566,0.582,0.606,51.81,53.91,18.64,100.00,8.44,0.040,0.016,0.10,6.14,0.561,0.564,0.601,0.613,0.10,0.07,2.58,51.90,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\66_E11.d" ,"3" ,0.606,0.614,0.627,7.23,6.30,2.18,13.95,0.99,0.021,0.020,6.14,0.05,0.601,0.613,0.630,0.631,0.07,0.05,0.90,7.29,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\66_E11.d" ,"4" ,0.635,0.661,0.783,0.98,4.16,1.44,1.89,0.65,0.147,0.069,0.04,-0.08,0.630,0.631,0.801,0.805,0.04,-0.08,3.23,1.00,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\66_E11.d" ,"5" ,1.124,1.195,1.311,10.05,49.69,17.18,19.40,7.78,0.186,0.080,-0.47,-0.10,1.111,1.114,1.330,1.334,-0.47,-0.10,1.56,9.72,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\66_E11.d" ,"6" ,3.119,3.258,3.416,17.73,128.76,44.52,34.22,20.15,0.296,0.116,-1.07,-0.13,3.109,3.112,3.415,3.417,-1.07,-0.13,1.28,17.09,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\66_E11.d" ,"7" ,3.427,3.533,3.665,17.05,90.35,31.24,32.92,14.14,0.238,0.083,-0.15,-1.21,3.421,3.427,3.679,3.681,-0.15,-1.21,1.01,16.43,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\66_E11.d" ,"8" ,7.102,7.295,7.505,19.92,289.23,100.00,38.44,45.27,0.403,0.299,-0.67,17.03,7.026,7.030,7.505,7.509,-0.67,17.03,1.78,27.70,,,  ,,,,,,,,,,,,

"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\67_E12.d"," DAD1 - B:Sig=260,4  Ref=360,60 67_E12.d"
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\67_E12.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\67_E12.d" ,"1" ,0.404,0.431,0.563,3.68,15.24,5.26,7.56,2.42,0.159,0.061,-0.31,-0.15,0.401,0.402,0.562,0.567,-0.31,-0.15,4.75,3.39,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\67_E12.d" ,"2" ,0.572,0.590,0.640,48.65,61.73,21.33,100.00,9.79,0.068,0.017,-0.04,-0.06,0.562,0.567,0.641,0.642,-0.04,-0.06,3.17,48.61,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\67_E12.d" ,"3" ,0.644,0.673,0.763,0.96,3.70,1.28,1.97,0.59,0.119,0.068,-0.06,-0.08,0.641,0.642,0.763,0.768,-0.06,-0.08,2.64,0.89,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\67_E12.d" ,"4" ,1.142,1.208,1.351,11.81,50.13,17.32,24.27,7.95,0.210,0.066,-0.52,-0.35,1.128,1.135,1.351,1.354,-0.52,-0.35,1.66,11.34,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\67_E12.d" ,"5" ,3.156,3.272,3.424,18.54,123.29,42.59,38.11,19.55,0.268,0.105,-0.96,-0.13,3.132,3.134,3.436,3.443,-0.96,-0.13,1.34,17.94,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\67_E12.d" ,"6" ,3.442,3.542,3.657,17.35,87.25,30.15,35.66,13.83,0.215,0.079,-0.25,-1.11,3.436,3.443,3.679,3.681,-0.25,-1.11,1.05,16.69,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\67_E12.d" ,"7" ,7.103,7.289,7.505,20.18,289.45,100.00,41.49,45.89,0.402,0.299,-0.71,17.03,7.027,7.034,7.505,7.509,-0.71,17.03,1.90,27.70,,,  ,,,,,,,,,,,,

"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\68_F1.d"," DAD1 - B:Sig=260,4  Ref=360,60 68_F1.d"
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\68_F1.d" ,"Peak" ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\68_F1.d" ,"1" ,0.364,0.384,0.400,2.87,3.75,1.30,6.00,0.59,0.036,0.022,-1.76,-0.91,0.356,0.359,0.401,0.403,-1.76,-0.91,1.09,1.58,,,  ,,,,,,,,,,,,
"G:\6495\Studies\Jingjing\030222_Plate1 Rep1.s\68_F1.d" ,"2" ,0.409,0.432,0.530,3.74,12.56,4.36,7.82,1.98,0.121,0.053,-0.02,0.28,0.401,0.403,0.567,0.569,-0.02,0.23,4.27,3.77,,,  ,,,,,,,,,,,,
